order_id,on_time_delivery,on_time_delivery_normalized,days_sales_outstanding,days_sales_outstanding_normalized,order_accuracy,order_accuracy_normalized,invoice_accuracy,invoice_accuracy_normalized,avg_cost_delivery,avg_cost_delivery_normalized
order_25,77.87,0.7787,34,0.3778,65.55,0.6555,55.0,0.55,42.33,0.4233
order_250,88.36,0.8836,39,0.4333,91.51,0.9151,89.24,0.8924,20.87,0.2087
order_251,90.73,0.9073,31,0.3444,95.53,0.9553,89.06,0.8906,19.24,0.1924
order_252,84.61,0.8461,26,0.2889,92.7,0.927,91.1,0.911,20.74,0.2074
order_253,93.73,0.9373,35,0.3889,93.16,0.9316,86.62,0.8662,20.87,0.2087
order_254,88.2,0.882,30,0.3333,92.26,0.9226,90.04,0.9004,21.23,0.2123
order_255,88.09,0.8809,33,0.3667,94.9,0.949,89.27,0.8927,24.54,0.2454
order_256,87.06,0.8706,28,0.3111,94.95,0.9495,89.55,0.8955,22.64,0.2264
order_257,55.77,0.5577,49,0.5444,80.71,0.8071,58.0,0.58,29.13,0.2913
order_258,88.38,0.8838,37,0.4111,70.16,0.7016,55.0,0.55,35.9,0.359
order_259,89.32,0.8932,34,0.3778,90.5,0.905,87.44,0.8744,22.9,0.229
order_26,93.02,0.9302,28,0.3111,96.7,0.967,92.11,0.9211,24.18,0.2418
order_260,89.79,0.8979,26,0.2889,93.62,0.9362,95.18,0.9518,20.21,0.2021
order_261,88.84,0.8884,32,0.3556,86.75,0.8675,97.01,0.9701,20.2,0.202
order_262,91.52,0.9152,32,0.3556,97.14,0.9714,93.22,0.9322,21.53,0.2153
order_263,87.32,0.8732,34,0.3778,89.32,0.8932,93.94,0.9394,19.8,0.198
order_264,93.76,0.9376,32,0.3556,95.61,0.9561,92.25,0.9225,18.5,0.185
order_265,87.42,0.8742,34,0.3778,94.42,0.9442,95.54,0.9554,22.81,0.2281
order_266,67.27,0.6727,36,0.4,76.72,0.7672,55.0,0.55,48.04,0.4804
order_267,91.33,0.9133,35,0.3889,90.05,0.9005,95.73,0.9573,26.46,0.2646
order_268,64.43,0.6443,46,0.5111,76.01,0.7601,57.64,0.5764,40.96,0.4096
order_269,92.5,0.925,30,0.3333,96.91,0.9691,87.0,0.87,19.01,0.1901
order_27,90.41,0.9041,32,0.3556,92.21,0.9221,94.43,0.9443,23.06,0.2306
order_270,92.57,0.9257,32,0.3556,95.51,0.9551,90.66,0.9066,26.11,0.2611
order_271,68.5,0.685,54,0.6,76.24,0.7624,59.0,0.59,46.21,0.4621
order_272,90.38,0.9038,34,0.3778,97.06,0.9706,93.01,0.9301,20.82,0.2082
order_273,82.81,0.8281,41,0.4556,80.8,0.808,55.0,0.55,40.68,0.4068
order_274,88.08,0.8808,36,0.4,95.56,0.9556,92.72,0.9272,22.97,0.2297
order_275,87.0,0.87,36,0.4,98.98,0.9898,93.18,0.9318,25.18,0.2518
order_276,88.29,0.8829,30,0.3333,94.1,0.941,93.3,0.933,21.21,0.2121
order_277,79.3,0.793,43,0.4778,69.01,0.6901,74.15,0.7415,43.18,0.4318
order_278,90.51,0.9051,35,0.3889,90.96,0.9096,93.4,0.934,19.66,0.1966
order_279,66.09,0.6609,37,0.4111,69.41,0.6941,65.62,0.6562,36.72,0.3672
order_28,92.51,0.9251,31,0.3444,90.04,0.9004,95.42,0.9542,20.33,0.2033
order_280,89.82,0.8982,33,0.3667,94.5,0.945,95.28,0.9528,22.96,0.2296
order_281,87.42,0.8742,37,0.4111,94.49,0.9449,91.56,0.9156,23.93,0.2393
order_282,90.75,0.9075,33,0.3667,100.0,1.0,91.17,0.9117,21.36,0.2136
order_283,75.93,0.7593,47,0.5222,65.45,0.6545,55.0,0.55,34.48,0.3448
order_284,61.93,0.6193,38,0.4222,79.52,0.7952,62.87,0.6287,29.44,0.2944
order_285,90.21,0.9021,34,0.3778,89.76,0.8976,94.46,0.9446,23.63,0.2363
order_286,82.63,0.8263,48,0.5333,91.41,0.9141,67.15,0.6715,38.66,0.3866
order_287,71.67,0.7167,41,0.4556,86.73,0.8673,59.24,0.5924,32.83,0.3283
order_288,94.13,0.9413,35,0.3889,93.09,0.9309,94.56,0.9456,22.68,0.2268
order_289,94.5,0.945,32,0.3556,96.56,0.9656,99.93,0.9993,23.2,0.232
order_29,90.15,0.9015,34,0.3778,93.09,0.9309,99.16,0.9916,22.36,0.2236
order_290,89.18,0.8918,30,0.3333,96.74,0.9674,94.6,0.946,21.01,0.2101
order_291,91.73,0.9173,28,0.3111,94.46,0.9446,93.36,0.9336,25.41,0.2541
order_292,87.69,0.8769,29,0.3222,91.76,0.9176,87.99,0.8799,24.67,0.2467
order_293,94.65,0.9465,33,0.3667,97.05,0.9705,92.4,0.924,21.81,0.2181
order_294,89.0,0.89,31,0.3444,90.13,0.9013,92.79,0.9279,21.92,0.2192
order_295,80.96,0.8096,42,0.4667,74.86,0.7486,63.03,0.6303,38.43,0.3843
order_296,92.21,0.9221,29,0.3222,94.22,0.9422,92.7,0.927,20.56,0.2056
order_297,88.24,0.8824,33,0.3667,91.17,0.9117,93.05,0.9305,20.21,0.2021
order_298,93.19,0.9319,38,0.4222,91.85,0.9185,93.6,0.936,20.55,0.2055
order_299,83.33,0.8333,33,0.3667,79.36,0.7936,63.02,0.6302,36.76,0.3676
order_3,86.91,0.8691,34,0.3778,91.91,0.9191,93.66,0.9366,21.31,0.2131
order_30,89.66,0.8966,32,0.3556,92.1,0.921,92.63,0.9263,25.06,0.2506
order_300,87.67,0.8767,35,0.3889,97.75,0.9775,89.55,0.8955,19.09,0.1909
order_301,90.91,0.9091,31,0.3444,98.67,0.9867,92.1,0.921,20.4,0.204
order_302,86.56,0.8656,35,0.3889,92.57,0.9257,92.13,0.9213,23.91,0.2391
order_303,88.55,0.8855,32,0.3556,93.96,0.9396,94.05,0.9405,23.18,0.2318
order_304,89.34,0.8934,32,0.3556,93.07,0.9307,87.57,0.8757,22.52,0.2252
order_305,95.68,0.9568,30,0.3333,92.07,0.9207,89.39,0.8939,23.45,0.2345
order_306,78.59,0.7859,40,0.4444,69.57,0.6957,70.74,0.7074,28.61,0.2861
order_307,90.43,0.9043,34,0.3778,90.87,0.9087,87.4,0.874,25.16,0.2516
order_308,88.16,0.8816,35,0.3889,93.62,0.9362,91.51,0.9151,22.88,0.2288
order_309,67.93,0.6793,42,0.4667,73.33,0.7333,59.44,0.5944,40.02,0.4002
order_31,89.21,0.8921,32,0.3556,90.97,0.9097,96.77,0.9677,23.75,0.2375
order_310,92.89,0.9289,31,0.3444,89.68,0.8968,97.86,0.9786,21.88,0.2188
order_311,69.01,0.6901,44,0.4889,84.17,0.8417,69.82,0.6982,45.67,0.4567
order_312,93.25,0.9325,29,0.3222,92.32,0.9232,94.87,0.9487,16.57,0.1657
order_313,89.55,0.8955,28,0.3111,92.81,0.9281,91.1,0.911,21.28,0.2128
order_314,88.34,0.8834,29,0.3222,99.73,0.9973,97.6,0.976,19.68,0.1968
order_315,94.75,0.9475,31,0.3444,94.32,0.9432,91.81,0.9181,20.68,0.2068
order_316,92.95,0.9295,32,0.3556,92.81,0.9281,88.09,0.8809,20.21,0.2021
order_317,61.87,0.6187,41,0.4556,67.62,0.6762,67.88,0.6788,46.22,0.4622
order_318,93.6,0.936,32,0.3556,93.78,0.9378,97.64,0.9764,23.04,0.2304
order_319,89.02,0.8902,28,0.3111,94.98,0.9498,94.49,0.9449,20.74,0.2074
order_32,77.33,0.7733,39,0.4333,74.71,0.7471,55.0,0.55,36.67,0.3667
order_320,92.91,0.9291,30,0.3333,94.13,0.9413,89.73,0.8973,22.72,0.2272
order_321,89.35,0.8935,30,0.3333,97.33,0.9733,94.79,0.9479,20.79,0.2079
order_322,78.98,0.7898,44,0.4889,80.5,0.805,56.45,0.5645,44.04,0.4404
order_323,88.29,0.8829,31,0.3444,100.0,1.0,92.91,0.9291,21.23,0.2123
order_324,83.38,0.8338,35,0.3889,90.64,0.9064,88.99,0.8899,21.34,0.2134
order_325,94.25,0.9425,34,0.3778,93.61,0.9361,92.92,0.9292,20.8,0.208
order_326,90.42,0.9042,32,0.3556,96.42,0.9642,94.9,0.949,22.99,0.2299
order_327,72.1,0.721,45,0.5,75.36,0.7536,61.34,0.6134,35.58,0.3558
order_328,75.68,0.7568,46,0.5111,74.72,0.7472,60.33,0.6033,38.34,0.3834
order_329,75.91,0.7591,42,0.4667,82.44,0.8244,78.15,0.7815,34.43,0.3443
order_33,70.07,0.7007,35,0.3889,80.89,0.8089,81.59,0.8159,36.11,0.3611
order_330,73.07,0.7307,50,0.5556,79.54,0.7954,73.49,0.7349,30.85,0.3085
order_331,92.04,0.9204,30,0.3333,91.16,0.9116,90.96,0.9096,20.83,0.2083
order_332,73.23,0.7323,32,0.3556,82.71,0.8271,79.02,0.7902,26.32,0.2632
order_333,82.83,0.8283,36,0.4,82.0,0.82,69.45,0.6945,38.17,0.3817
order_334,89.44,0.8944,35,0.3889,90.9,0.909,93.82,0.9382,24.2,0.242
order_335,80.73,0.8073,55,0.6111,72.3,0.723,77.66,0.7766,37.36,0.3736
order_336,93.7,0.937,32,0.3556,93.03,0.9303,95.92,0.9592,21.02,0.2102
order_337,85.76,0.8576,31,0.3444,95.55,0.9555,96.18,0.9618,22.22,0.2222
order_338,93.95,0.9395,29,0.3222,92.89,0.9289,91.13,0.9113,21.77,0.2177
order_339,75.67,0.7567,45,0.5,72.89,0.7289,71.11,0.7111,37.73,0.3773
order_34,87.22,0.8722,32,0.3556,93.64,0.9364,91.5,0.915,22.06,0.2206
order_340,75.61,0.7561,38,0.4222,84.91,0.8491,60.64,0.6064,33.67,0.3367
order_341,98.34,0.9834,29,0.3222,90.62,0.9062,94.2,0.942,17.85,0.1785
order_342,73.12,0.7312,54,0.6,65.19,0.6519,55.0,0.55,29.0,0.29
order_343,92.7,0.927,35,0.3889,92.72,0.9272,94.05,0.9405,24.78,0.2478
order_344,89.3,0.893,40,0.4444,60.0,0.6,63.43,0.6343,35.44,0.3544
order_345,72.93,0.7293,40,0.4444,83.83,0.8383,80.2,0.802,36.97,0.3697
order_346,93.3,0.933,33,0.3667,94.16,0.9416,94.72,0.9472,22.14,0.2214
order_347,91.46,0.9146,32,0.3556,72.39,0.7239,68.99,0.6899,40.64,0.4064
order_348,85.14,0.8514,41,0.4556,66.04,0.6604,76.74,0.7674,42.53,0.4253
order_349,84.17,0.8417,32,0.3556,90.02,0.9002,90.01,0.9001,20.19,0.2019
order_35,81.47,0.8147,42,0.4667,67.0,0.67,77.04,0.7704,29.4,0.294
order_350,77.64,0.7764,36,0.4,73.44,0.7344,74.03,0.7403,41.13,0.4113
order_351,94.01,0.9401,32,0.3556,94.77,0.9477,90.69,0.9069,22.36,0.2236
order_352,78.52,0.7852,40,0.4444,63.37,0.6337,72.65,0.7265,40.19,0.4019
order_353,69.56,0.6956,33,0.3667,86.33,0.8633,73.93,0.7393,36.63,0.3663
order_354,86.59,0.8659,30,0.3333,97.26,0.9726,92.41,0.9241,20.9,0.209
order_355,91.53,0.9153,30,0.3333,97.75,0.9775,96.06,0.9606,21.07,0.2107
order_356,88.11,0.8811,25,0.2778,90.3,0.903,87.98,0.8798,22.27,0.2227
order_357,72.39,0.7239,33,0.3667,74.03,0.7403,74.04,0.7404,41.17,0.4117
order_358,59.8,0.598,40,0.4444,66.32,0.6632,77.21,0.7721,42.7,0.427
order_359,87.31,0.8731,30,0.3333,92.85,0.9285,85.24,0.8524,22.67,0.2267
order_36,89.18,0.8918,34,0.3778,91.25,0.9125,90.14,0.9014,18.99,0.1899
order_360,66.97,0.6697,34,0.3778,82.97,0.8297,64.41,0.6441,38.75,0.3875
order_361,88.86,0.8886,29,0.3222,93.58,0.9358,93.8,0.938,19.58,0.1958
order_362,92.43,0.9243,30,0.3333,92.79,0.9279,93.59,0.9359,20.67,0.2067
order_363,75.3,0.753,39,0.4333,76.91,0.7691,55.0,0.55,27.02,0.2702
order_364,91.85,0.9185,35,0.3889,91.72,0.9172,91.27,0.9127,22.59,0.2259
order_365,92.08,0.9208,27,0.3,91.78,0.9178,91.0,0.91,23.41,0.2341
order_366,97.5,0.975,31,0.3444,90.48,0.9048,93.21,0.9321,24.64,0.2464
order_367,90.32,0.9032,30,0.3333,96.39,0.9639,93.99,0.9399,19.95,0.1995
order_368,78.05,0.7805,47,0.5222,84.27,0.8427,69.47,0.6947,35.85,0.3585
order_369,93.68,0.9368,29,0.3222,95.1,0.951,87.89,0.8789,24.13,0.2413
order_37,72.94,0.7294,49,0.5444,79.44,0.7944,60.21,0.6021,46.55,0.4655
order_370,94.65,0.9465,34,0.3778,92.1,0.921,91.08,0.9108,22.29,0.2229
order_371,87.89,0.8789,36,0.4,94.36,0.9436,83.89,0.8389,22.68,0.2268
order_372,88.96,0.8896,32,0.3556,93.08,0.9308,94.42,0.9442,24.24,0.2424
order_373,90.85,0.9085,31,0.3444,93.9,0.939,92.06,0.9206,20.4,0.204
order_374,91.74,0.9174,33,0.3667,97.85,0.9785,95.77,0.9577,20.63,0.2063
order_375,92.46,0.9246,30,0.3333,95.74,0.9574,90.45,0.9045,19.95,0.1995
order_376,90.84,0.9084,25,0.2778,89.62,0.8962,91.47,0.9147,22.16,0.2216
order_377,88.89,0.8889,28,0.3111,91.96,0.9196,93.17,0.9317,23.16,0.2316
order_378,89.95,0.8995,35,0.3889,94.99,0.9499,89.76,0.8976,21.44,0.2144
order_379,85.79,0.8579,32,0.3556,96.78,0.9678,94.06,0.9406,24.8,0.248
order_38,72.58,0.7258,49,0.5444,74.65,0.7465,81.77,0.8177,37.87,0.3787
order_380,80.66,0.8066,50,0.5556,74.65,0.7465,71.75,0.7175,45.73,0.4573
order_381,89.6,0.896,29,0.3222,99.36,0.9936,90.59,0.9059,22.32,0.2232
order_382,93.47,0.9347,30,0.3333,91.48,0.9148,92.76,0.9276,18.41,0.1841
order_383,89.14,0.8914,33,0.3667,93.33,0.9333,87.37,0.8737,25.19,0.2519
order_384,75.83,0.7583,50,0.5556,74.18,0.7418,62.96,0.6296,39.62,0.3962
order_385,73.27,0.7327,34,0.3778,86.29,0.8629,65.02,0.6502,26.96,0.2696
order_386,85.63,0.8563,38,0.4222,71.75,0.7175,55.88,0.5588,48.45,0.4845
order_387,86.13,0.8613,32,0.3556,96.28,0.9628,93.27,0.9327,21.88,0.2188
order_388,84.9,0.849,30,0.3333,94.47,0.9447,89.64,0.8964,22.41,0.2241
order_389,92.05,0.9205,34,0.3778,90.93,0.9093,98.59,0.9859,23.53,0.2353
order_39,74.99,0.7499,48,0.5333,92.56,0.9256,58.49,0.5849,36.65,0.3665
order_390,82.86,0.8286,32,0.3556,94.91,0.9491,91.88,0.9188,20.69,0.2069
order_391,58.6,0.586,43,0.4778,86.19,0.8619,65.27,0.6527,40.64,0.4064
order_392,85.3,0.853,33,0.3667,93.02,0.9302,89.71,0.8971,20.48,0.2048
order_393,71.85,0.7185,43,0.4778,66.81,0.6681,66.82,0.6682,37.75,0.3775
order_394,66.21,0.6621,52,0.5778,70.03,0.7003,64.64,0.6464,32.13,0.3213
order_395,95.4,0.954,33,0.3667,91.66,0.9166,95.32,0.9532,22.4,0.224
order_396,90.77,0.9077,31,0.3444,92.13,0.9213,93.01,0.9301,20.91,0.2091
order_397,95.45,0.9545,29,0.3222,97.84,0.9784,91.67,0.9167,22.6,0.226
order_398,81.67,0.8167,37,0.4111,82.05,0.8205,55.0,0.55,33.68,0.3368
order_399,87.23,0.8723,29,0.3222,93.46,0.9346,93.16,0.9316,23.41,0.2341
order_4,90.72,0.9072,30,0.3333,94.92,0.9492,92.37,0.9237,23.87,0.2387
order_40,92.33,0.9233,32,0.3556,91.76,0.9176,90.04,0.9004,20.9,0.209
order_400,89.05,0.8905,33,0.3667,95.79,0.9579,91.85,0.9185,22.03,0.2203
order_401,76.15,0.7615,38,0.4222,69.52,0.6952,55.96,0.5596,33.83,0.3383
order_402,78.79,0.7879,37,0.4111,74.34,0.7434,73.73,0.7373,41.12,0.4112
order_403,86.76,0.8676,34,0.3778,96.82,0.9682,88.61,0.8861,20.35,0.2035
order_404,93.57,0.9357,32,0.3556,88.45,0.8845,87.8,0.878,21.5,0.215
order_405,86.51,0.8651,31,0.3444,94.08,0.9408,96.39,0.9639,21.42,0.2142
order_406,93.22,0.9322,36,0.4,97.59,0.9759,92.85,0.9285,18.07,0.1807
order_407,91.38,0.9138,35,0.3889,93.8,0.938,97.23,0.9723,23.72,0.2372
order_408,79.55,0.7955,48,0.5333,78.33,0.7833,55.0,0.55,35.01,0.3501
order_409,84.58,0.8458,36,0.4,74.44,0.7444,61.64,0.6164,48.7,0.487
order_41,95.04,0.9504,30,0.3333,94.37,0.9437,89.96,0.8996,23.23,0.2323
order_410,91.53,0.9153,34,0.3778,94.83,0.9483,100.0,1.0,19.94,0.1994
order_411,61.32,0.6132,39,0.4333,65.02,0.6502,58.06,0.5806,31.99,0.3199
order_412,87.23,0.8723,30,0.3333,95.3,0.953,90.48,0.9048,21.64,0.2164
order_413,92.68,0.9268,30,0.3333,93.34,0.9334,93.1,0.931,18.12,0.1812
order_414,82.85,0.8285,33,0.3667,95.23,0.9523,98.19,0.9819,22.32,0.2232
order_415,92.46,0.9246,32,0.3556,94.74,0.9474,97.0,0.97,17.75,0.1775
order_416,91.24,0.9124,37,0.4111,94.71,0.9471,96.95,0.9695,20.74,0.2074
order_417,89.9,0.899,32,0.3556,88.46,0.8846,88.5,0.885,19.81,0.1981
order_418,81.58,0.8158,46,0.5111,78.27,0.7827,76.59,0.7659,37.02,0.3702
order_419,84.62,0.8462,41,0.4556,76.41,0.7641,67.88,0.6788,42.11,0.4211
order_42,71.63,0.7163,47,0.5222,68.07,0.6807,61.21,0.6121,42.12,0.4212
order_420,74.29,0.7429,38,0.4222,82.23,0.8223,65.14,0.6514,36.8,0.368
order_421,94.2,0.942,36,0.4,97.93,0.9793,91.15,0.9115,24.46,0.2446
order_422,87.15,0.8715,30,0.3333,88.12,0.8812,97.02,0.9702,20.27,0.2027
order_423,73.99,0.7399,36,0.4,80.87,0.8087,66.99,0.6699,30.17,0.3017
order_424,91.32,0.9132,28,0.3111,91.91,0.9191,85.68,0.8568,19.15,0.1915
order_425,76.43,0.7643,29,0.3222,65.63,0.6563,69.98,0.6998,34.74,0.3474
order_426,95.98,0.9598,37,0.4111,91.83,0.9183,93.67,0.9367,23.5,0.235
order_427,88.21,0.8821,28,0.3111,93.97,0.9397,91.48,0.9148,21.13,0.2113
order_428,91.33,0.9133,30,0.3333,91.12,0.9112,92.33,0.9233,22.77,0.2277
order_429,65.59,0.6559,47,0.5222,63.61,0.6361,65.38,0.6538,36.45,0.3645
order_43,88.09,0.8809,31,0.3444,98.68,0.9868,89.45,0.8945,26.88,0.2688
order_430,91.31,0.9131,32,0.3556,95.19,0.9519,99.59,0.9959,20.01,0.2001
order_431,86.64,0.8664,30,0.3333,94.08,0.9408,86.82,0.8682,22.04,0.2204
order_432,95.08,0.9508,32,0.3556,93.27,0.9327,90.15,0.9015,23.8,0.238
order_433,87.52,0.8752,37,0.4111,98.83,0.9883,92.77,0.9277,21.98,0.2198
order_434,93.09,0.9309,35,0.3889,91.99,0.9199,90.42,0.9042,19.36,0.1936
order_435,78.27,0.7827,45,0.5,66.55,0.6655,66.36,0.6636,29.92,0.2992
order_436,87.3,0.873,33,0.3667,92.17,0.9217,91.1,0.911,18.75,0.1875
order_437,76.5,0.765,41,0.4556,70.9,0.709,68.49,0.6849,39.08,0.3908
order_438,68.48,0.6848,32,0.3556,88.64,0.8864,64.93,0.6493,37.42,0.3742
order_439,93.03,0.9303,41,0.4556,90.89,0.9089,93.35,0.9335,20.58,0.2058
order_44,70.69,0.7069,37,0.4111,68.12,0.6812,69.67,0.6967,29.15,0.2915
order_440,82.57,0.8257,41,0.4556,78.96,0.7896,66.27,0.6627,35.8,0.358
order_441,90.86,0.9086,29,0.3222,93.11,0.9311,89.42,0.8942,20.22,0.2022
order_442,83.67,0.8367,35,0.3889,92.28,0.9228,95.49,0.9549,24.14,0.2414
order_443,86.14,0.8614,29,0.3222,100.0,1.0,97.25,0.9725,21.94,0.2194
order_444,90.77,0.9077,30,0.3333,95.08,0.9508,89.85,0.8985,17.94,0.1794
order_445,64.43,0.6443,41,0.4556,68.08,0.6808,69.46,0.6946,31.55,0.3155
order_446,68.74,0.6874,46,0.5111,77.73,0.7773,69.92,0.6992,43.27,0.4327
order_447,91.44,0.9144,36,0.4,92.85,0.9285,90.71,0.9071,19.4,0.194
order_448,71.57,0.7157,47,0.5222,85.1,0.851,77.68,0.7768,27.23,0.2723
order_449,93.25,0.9325,27,0.3,96.25,0.9625,90.9,0.909,23.41,0.2341
order_45,86.0,0.86,35,0.3889,90.34,0.9034,89.99,0.8999,20.0,0.2
order_450,84.74,0.8474,32,0.3556,98.52,0.9852,100.0,1.0,22.19,0.2219
order_451,83.93,0.8393,42,0.4667,79.49,0.7949,67.26,0.6726,39.17,0.3917
order_452,91.61,0.9161,31,0.3444,93.81,0.9381,91.82,0.9182,23.65,0.2365
order_453,66.47,0.6647,41,0.4556,89.38,0.8938,79.31,0.7931,46.1,0.461
order_454,90.07,0.9007,33,0.3667,96.51,0.9651,96.68,0.9668,18.1,0.181
order_455,86.05,0.8605,35,0.3889,93.31,0.9331,89.98,0.8998,19.49,0.1949
order_456,70.56,0.7056,33,0.3667,90.64,0.9064,69.82,0.6982,37.65,0.3765
order_457,91.76,0.9176,34,0.3778,96.36,0.9636,95.22,0.9522,20.74,0.2074
order_458,89.11,0.8911,34,0.3778,92.68,0.9268,91.98,0.9198,22.8,0.228
order_459,92.36,0.9236,28,0.3111,95.79,0.9579,91.3,0.913,23.41,0.2341
order_46,92.33,0.9233,36,0.4,97.38,0.9738,96.04,0.9604,24.89,0.2489
order_460,77.33,0.7733,41,0.4556,82.11,0.8211,75.86,0.7586,36.15,0.3615
order_461,91.21,0.9121,32,0.3556,91.87,0.9187,95.87,0.9587,22.11,0.2211
order_462,91.39,0.9139,31,0.3444,72.1,0.721,70.26,0.7026,44.82,0.4482
order_463,78.2,0.782,43,0.4778,68.11,0.6811,60.74,0.6074,39.94,0.3994
order_464,85.91,0.8591,31,0.3444,95.25,0.9525,89.05,0.8905,25.21,0.2521
order_465,93.67,0.9367,28,0.3111,91.67,0.9167,85.14,0.8514,20.43,0.2043
order_466,92.3,0.923,31,0.3444,95.15,0.9515,87.43,0.8743,23.6,0.236
order_467,70.56,0.7056,41,0.4556,75.35,0.7535,59.83,0.5983,31.08,0.3108
order_468,92.9,0.929,33,0.3667,96.63,0.9663,92.97,0.9297,22.29,0.2229
order_469,61.19,0.6119,39,0.4333,75.81,0.7581,85.62,0.8562,42.12,0.4212
order_47,87.29,0.8729,45,0.5,71.02,0.7102,70.94,0.7094,39.42,0.3942
order_470,67.49,0.6749,39,0.4333,74.56,0.7456,82.84,0.8284,25.52,0.2552
order_471,93.62,0.9362,30,0.3333,90.57,0.9057,95.54,0.9554,23.46,0.2346
order_472,93.76,0.9376,34,0.3778,99.15,0.9915,93.68,0.9368,21.69,0.2169
order_473,91.03,0.9103,35,0.3889,92.05,0.9205,90.04,0.9004,21.38,0.2138
order_474,58.16,0.5816,42,0.4667,62.8,0.628,70.42,0.7042,43.19,0.4319
order_475,88.57,0.8857,36,0.4,90.35,0.9035,95.57,0.9557,23.35,0.2335
order_476,61.27,0.6127,57,0.6333,75.55,0.7555,62.98,0.6298,29.56,0.2956
order_477,73.24,0.7324,40,0.4444,76.72,0.7672,67.62,0.6762,41.8,0.418
order_478,88.84,0.8884,27,0.3,93.63,0.9363,84.9,0.849,22.71,0.2271
order_479,87.06,0.8706,32,0.3556,97.29,0.9729,89.15,0.8915,24.12,0.2412
order_48,71.53,0.7153,52,0.5778,73.44,0.7344,63.28,0.6328,42.12,0.4212
order_480,71.51,0.7151,36,0.4,72.66,0.7266,69.64,0.6964,46.05,0.4605
order_481,59.53,0.5953,41,0.4556,80.37,0.8037,71.55,0.7155,45.86,0.4586
order_482,74.41,0.7441,40,0.4444,80.15,0.8015,70.79,0.7079,35.66,0.3566
order_483,79.13,0.7913,37,0.4111,71.72,0.7172,65.78,0.6578,46.12,0.4612
order_484,80.34,0.8034,33,0.3667,94.09,0.9409,86.96,0.8696,22.62,0.2262
order_485,91.43,0.9143,33,0.3667,87.37,0.8737,96.1,0.961,20.52,0.2052
order_486,80.49,0.8049,45,0.5,69.86,0.6986,75.28,0.7528,35.69,0.3569
order_487,58.43,0.5843,48,0.5333,70.57,0.7057,63.16,0.6316,35.58,0.3558
order_488,90.82,0.9082,32,0.3556,95.37,0.9537,87.98,0.8798,20.52,0.2052
order_489,89.65,0.8965,37,0.4111,93.72,0.9372,95.26,0.9526,22.08,0.2208
order_49,71.13,0.7113,40,0.4444,74.82,0.7482,74.83,0.7483,46.25,0.4625
order_490,77.88,0.7788,48,0.5333,69.25,0.6925,66.68,0.6668,33.65,0.3365
order_491,77.52,0.7752,39,0.4333,81.11,0.8111,62.55,0.6255,38.26,0.3826
order_492,92.06,0.9206,27,0.3,99.3,0.993,91.15,0.9115,17.95,0.1795
order_493,90.47,0.9047,32,0.3556,93.8,0.938,94.97,0.9497,23.49,0.2349
order_494,77.38,0.7738,44,0.4889,75.27,0.7527,84.2,0.842,29.12,0.2912
order_495,76.12,0.7612,41,0.4556,81.69,0.8169,63.25,0.6325,27.54,0.2754
order_496,76.25,0.7625,43,0.4778,86.43,0.8643,59.84,0.5984,44.93,0.4493
order_497,97.1,0.971,31,0.3444,90.77,0.9077,90.78,0.9078,22.03,0.2203
order_498,91.69,0.9169,31,0.3444,97.89,0.9789,88.66,0.8866,18.52,0.1852
order_499,93.32,0.9332,26,0.2889,93.49,0.9349,100.0,1.0,21.98,0.2198
order_5,86.64,0.8664,32,0.3556,93.87,0.9387,92.48,0.9248,23.32,0.2332
order_50,86.88,0.8688,36,0.4,94.61,0.9461,94.18,0.9418,20.74,0.2074
order_500,85.29,0.8529,39,0.4333,77.94,0.7794,62.54,0.6254,32.02,0.3202
order_501,92.06,0.9206,31,0.3444,91.87,0.9187,90.07,0.9007,23.4,0.234
order_502,88.11,0.8811,32,0.3556,94.04,0.9404,86.25,0.8625,19.06,0.1906
order_503,91.01,0.9101,30,0.3333,96.64,0.9664,94.9,0.949,23.44,0.2344
order_504,95.46,0.9546,32,0.3556,95.62,0.9562,90.25,0.9025,26.9,0.269
order_505,90.87,0.9087,41,0.4556,78.71,0.7871,80.87,0.8087,37.12,0.3712
order_506,88.03,0.8803,34,0.3778,94.2,0.942,92.55,0.9255,20.33,0.2033
order_507,84.85,0.8485,33,0.3667,96.26,0.9626,91.32,0.9132,24.87,0.2487
order_508,87.89,0.8789,29,0.3222,93.83,0.9383,91.75,0.9175,23.54,0.2354
order_509,87.68,0.8768,35,0.3889,98.92,0.9892,91.88,0.9188,24.5,0.245
order_51,86.83,0.8683,35,0.3889,96.62,0.9662,94.59,0.9459,21.97,0.2197
order_510,81.14,0.8114,30,0.3333,92.44,0.9244,89.07,0.8907,22.24,0.2224
order_511,71.65,0.7165,36,0.4,68.59,0.6859,64.28,0.6428,44.73,0.4473
order_512,88.02,0.8802,31,0.3444,92.86,0.9286,93.02,0.9302,22.91,0.2291
order_513,50.64,0.5064,47,0.5222,86.05,0.8605,61.6,0.616,32.17,0.3217
order_514,88.65,0.8865,30,0.3333,94.56,0.9456,86.16,0.8616,19.76,0.1976
order_515,94.62,0.9462,30,0.3333,97.11,0.9711,93.07,0.9307,18.38,0.1838
order_516,80.08,0.8008,40,0.4444,72.81,0.7281,71.96,0.7196,40.85,0.4085
order_517,80.66,0.8066,48,0.5333,78.86,0.7886,58.99,0.5899,35.16,0.3516
order_518,98.83,0.9883,34,0.3778,99.92,0.9992,96.19,0.9619,22.48,0.2248
